Ia
II
SLSNI





































II
SN?TDE?






SLSN-I






Ia

Ib

Ia
Ia
Ia
II
Ia

IIn
Ia
Ia
Ia
Ia
Ia
II
Ia
IIb
Ia
II?

Ia
II
Ia
Ia
II
Ia
CC
Ia
II
Ia
IIb
Ia
Ia
Ia
Ia
Ia
CCSN
IIP
Ia
Ia
Ia
Ia
Ia
Ia
Ia-91bg
II
Ia
Ia


Ia
Ia

Ia
II
Unk
Ia
Ia
II
IIb
Ia
Ia-91T
Ia
IIb
unk
Unk
SLSN-I
Iax
Ib/c
IIn
Ia
Ia
Ia-91bg
nova
Ia

AGN
Ia
Ia
Unk
SLSN-II
II
Ia
Ia
Ia




TDE
Ia
cv
Ia



Ia
II-wierdo
Ia
Ia

SLSN-I
Ia
Ic
Ia-91bg-like
Ia-91bg
II
Ia-91bg-like
IIn

Ia
Ia

Ia

Ia

Ia
Ia
Ia
Ic-BL

LBV
Ia
Ia
Ia


Ia
Ia
II
Ia
Ia
Ia
Ia-99aa


Ia
AGN
Ia
Ib
AGN
SLSN-II
Ia
Ia-91T-like
Ia
Ia
IIb
II
Ia

Ia 
Ia
"Ia	"
Ia
Ia
 Ia        
imposter?

II
 II
Ia-91bg-like
Ia
Ia

II
Ia
Ia
II

IIn
Ic
Ia-91T
Ia
Ia-91bg
Ia
Ia
Ia

Ia-pec
II
Ia
II
Ia
II
SLSN-I
II
Ia
 Ib-pec
Ia
Ia
Ia
TDE
IIP
Ia

Ia
Ia
SLSN-I
Ia
Ia
Ia
Ia
IIn
II

IIP
Ia
Ic-BL
cv
Ia
Ia
SLSN-I
SLSN-I
Ia-SC
Ia
IIb

II
Iapec
Ia
Ia-91T/99aa
Ia
Ia
Ib
II
Ia-91bg
Ia
Ia-SC
II
SLSN-I
Ia 
SLSN-II?
CV or nova
Ia-91bg
Ib
IIn
Ia-91T
Ia
SLSN-I
IIP
IIP
Ic-BL
Ic-BL
Ia
IIP
II
Ia
Ia-pec
Ic
Ia-91T

Ib
Ia


Ia-99aa
Ia
Ia
SLSN-I
Nova
IIn
Ia
IIn
SLSN-I
IIn
IIP
IIn
II
Ia
Ia
Ia-SC
Ia
Ia-SC
Ia
Ia
SLSN-II
Ia?
II
Ia
SLSN-I
SLSN-IIn
IIP
Ib
Ib
II
Ia
Ia
Ia-CSM
Ia
Ia
Ib
SLSN-I
Ia
IIn
Ib-IIb
LBVgoneSN?
Ia-91T
Ia-91bg?
Ia-pec?
Ia
II
Ia-SC
Ia
Ia
Ia-99by
SLSN-II
Ia
II
II
Ibn
Ia-91bg
LBV
nova
Ia
Ia-91T
Ia-91bg
SLSN-I
imposter?
IIb
Ia
Ia
II
